adsh,cik,name,sic,afs,form,period,fy,fp,filed,sec_zip,accounts_receivable,capex,cash_equivalents,cash_flow_financing,cash_flow_investing,cash_flow_operating,cost_of_revenue,current_assets,current_liabilities,depreciation_amortization,eps_basic,eps_diluted,gross_profit,inventory,long_term_debt,net_income,noncurrent_liabilities,operating_income,ppe_net,pretax_income,r_and_d_expense,retained_earnings,sg_and_a,shares_outstanding,short_term_debt,total_assets,total_equity,total_liabilities,total_revenue,wavg_shares_basic,wavg_shares_diluted,ticker,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,notes,ticker_aliases,event_lookup_tickers,duplicate_cik_alias_count,period_date,filed_date,prediction_date,prediction_date_source,calendar_year,calendar_quarter,prediction_year,prediction_quarter,sic_sector,leverage_assets,equity_assets,current_ratio,cash_assets,net_margin,operating_margin,gross_margin,roa,r_and_d_intensity,inventory_assets,receivables_assets,roa_lag1,leverage_assets_lag1,current_ratio_lag1,cash_assets_lag1,net_margin_lag1,operating_margin_lag1,gross_margin_lag1,total_revenue_growth_4obs,total_assets_growth_4obs,cash_equivalents_growth_4obs,total_liabilities_growth_4obs,current_assets_growth_4obs,current_liabilities_growth_4obs,roa_change_4obs,leverage_assets_change_4obs,current_ratio_change_4obs,cash_assets_change_4obs,net_margin_change_4obs,operating_margin_change_4obs,gross_margin_change_4obs,net_income_negative_count_prior_4obs,BAMLH0A0HYM2,FEDFUNDS,GDPC1,GS10,INDPRO,INDPRO_yoy_pct,M2SL,M2SL_yoy_pct,NFCI,UNRATE,USEPUINDXD,VIXCLS,T10Y2Y,T10Y3M,DCOILWTICO,DCOILWTICO_yoy_pct,DTWEXBGS,DTWEXBGS_yoy_pct,CPIAUCSL,CPIAUCSL_yoy_pct,PPIACO,PPIACO_yoy_pct,PAYEMS,PAYEMS_yoy_pct,RSAFS,RSAFS_yoy_pct,HOUST,HOUST_yoy_pct,BUSLOANS,BUSLOANS_yoy_pct,DRTSCILM,high_rate_regime,market_stress_regime,tight_financial_conditions,credit_spread_stress_regime,yield_curve_inversion_regime,inflation_pressure_regime,oil_shock_regime,strong_dollar_regime,demand_slowdown_regime,credit_tightening_regime,crisis_regime,global_event_count,global_event_severity_sum,global_event_banking_stress_count,global_event_banking_stress_severity,global_event_commodity_oil_count,global_event_commodity_oil_severity,global_event_financial_crisis_count,global_event_financial_crisis_severity,global_event_financial_market_count,global_event_financial_market_severity,global_event_geopolitical_war_count,global_event_geopolitical_war_severity,global_event_monetary_inflation_count,global_event_monetary_inflation_severity,global_event_natural_disaster_count,global_event_natural_disaster_severity,global_event_pandemic_count,global_event_pandemic_severity,global_event_political_policy_count,global_event_political_policy_severity,global_event_sovereign_debt_count,global_event_sovereign_debt_severity,global_event_supply_chain_count,global_event_supply_chain_severity,global_event_trade_policy_count,global_event_trade_policy_severity,global_event_names,event_year,event_source_ticker,event_date,event_type,event_label,verification_status,formal_distress_firm,near_distress_firm,days_from_period_to_event,days_to_event,post_event_flag,distress_next_2q,distress_next_4q,distress_next_8q,broad_distress_next_4q,healthy_current,resilient_profitability,failure_pressure_conservative_v2_next_4obs,success_profitability_next_4q,success_resilience_next_4q,success_quality_next_4q,industry_relative_resilience_next_4obs,stress_resilience_next_4obs,recovery_next_4obs,quality_success_cashflow_next_4obs
0001193125-09-225905,1051470,CROWN CASTLE INTERNATIONAL CORP,4899,1-LAF,10-Q,20090930,2009.0,Q3,20091106,2009q4,33382000.0,,268831000.0,-157280000.0,-33029000.0,124215000.0,,675293000.0,644704000.0,,,,,,6022444000.0,-31639000.0,,118801000.0,4926598000.0,,,-2641282000.0,39230000.0,291179312.0,113106000.0,10483219000.0,2852238000.0,7316278000.0,429079000.0,,,CCI,CIK0001051470,,CROWN CASTLE INC.,NYSE,Communication Services,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,CCI,CCI,1,2009-09-30,2009-11-06,2009-11-06,filed_date,2009,3,2009,4,Communication Services,0.6979037641014654,0.2720765444278136,1.0474465801360004,0.0256439362756802,-0.0737370041414285,0.2768744217265352,,-0.0030180615324357,,,0.0031843272567328,-0.0105585329156468,0.6930712435155827,1.0119373643326188,0.0317452510624821,-0.2718347589747093,0.2402909186725676,,,,,,,,,,,,,,,1.0,7.6,0.12,16502.754,3.4,88.0221,-5.83001235670767,8517.0,6.104397657904581,0.015,9.9,90.21,24.19,2.68,3.48,77.4,44.29530201342282,92.3848,-9.32034032061122,217.234,1.9145871744709275,177.4,0.3393665158371028,130057,-4.0460082189153095,337321,1.450535040812273,588,-9.815950920245395,1290.6774,-18.121375719463828,14.0,0,0,1,1,0,0,1,0,0,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0
0001193125-09-201646,815097,CARNIVAL CORP,4400,1-LAF,10-Q,20090831,2009.0,Q3,20091001,2009q4,476000000.0,,976000000.0,,,,2226000000.0,2098000000.0,5775000000.0,336000000.0,1.36,1.33,,309000000.0,8373000000.0,1073000000.0,,1196000000.0,28882000000.0,,,15577000000.0,381000000.0,,1264000000.0,36359000000.0,21560000000.0,,4139000000.0,,,CCL,CIK0000815097,,CARNIVAL CORP,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,CCL,CCL,1,2009-08-31,2009-10-01,2009-10-01,filed_date,2009,3,2009,4,Industrials,,0.5929756043895597,0.3632900432900433,0.0268434225363733,0.2592413626479826,0.2889586856728678,,0.0295112626859924,,0.0084985835694051,0.0130916691878214,,,,,,,,,,,,,,,,,,,,,0.0,8.11,0.12,16502.754,3.39,87.6419,-7.474512230012276,8487.9,6.432682541473866,0.105,10.0,66.48,28.27,2.34,3.11,70.67,-10.191892235353915,93.5995,-2.7582115726657697,216.509,-0.2239682942003384,175.2,-6.008583690987135,130061,-4.571101540087019,334595,-3.334517835423545,534,-31.27413127413128,1308.1789,-17.56472489666122,14.0,0,1,1,1,0,0,0,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001193125-10-016470,815097,CARNIVAL CORP,4400,1-LAF,10-K,20091130,2009.0,FY,20100129,2010q1,362000000.0,978000000.0,538000000.0,-216000000.0,-930000000.0,712000000.0,2143000000.0,1518000000.0,4967000000.0,345000000.0,2.27,2.24,,320000000.0,9097000000.0,193000000.0,,294000000.0,29870000000.0,,,15770000000.0,424000000.0,,815000000.0,36835000000.0,22035000000.0,,3206000000.0,,,CCL,CIK0000815097,,CARNIVAL CORP,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,CCL,CCL,1,2009-11-30,2010-01-29,2010-01-29,filed_date,2009,4,2010,1,Industrials,,0.5982082258721325,0.3056170726796859,0.0146056739514049,0.0601996257018091,0.0917030567685589,,0.0052395819193701,,0.0086873897108728,0.0098276096104248,0.0295112626859924,,0.3632900432900433,0.0268434225363733,0.2592413626479826,0.2889586856728678,,,,,,,,,,,,,,,0.0,6.46,0.11,16582.71,3.73,89.3426,0.87230439200634,8477.7,2.2765110387260368,-0.196,9.8,198.48,24.62,2.81,3.55,72.85,102.75535763985526,93.7638,-8.290492957746476,217.488,2.621111388976716,181.9,6.25,129802,-3.18991042594291,339093,2.8218213574216167,614,25.306122448979583,1238.5212,-19.81597806808696,-5.5,0,0,0,1,0,0,1,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000950123-10-072486,813672,CADENCE DESIGN SYSTEMS INC,7372,1-LAF,10-Q,20100630,2010.0,Q2,20100804,2010q3,191291000.0,,475603000.0,,,,7123000.0,765076000.0,444087000.0,,0.19,0.18,,23874000.0,,48607000.0,1088988000.0,5219000.0,295073000.0,,91880000.0,-1215391000.0,,,,1695755000.0,162680000.0,,227064000.0,262163000.0,266423000.0,CDNS,CIK0000813672,"Cadence Design Systems, Inc.",CADENCE DESIGN SYSTEMS INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CDNS,CDNS,1,2010-06-30,2010-08-04,2010-08-04,filed_date,2010,2,2010,3,Technology,,0.0959336696633652,1.722806567181656,0.280466812717639,0.2140673994997005,0.0229847091568896,,0.0286639284566461,0.404643624704929,0.0140786847156576,0.1128058003662085,,,,,,,,,,,,,,,,,,,,,0.0,6.49,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.243,9.5,145.53,22.21,2.42,2.82,82.49,23.636091127098325,92.731,-2.493522771244483,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0000950123-10-098122,813672,CADENCE DESIGN SYSTEMS INC,7372,1-LAF,10-Q,20100930,2010.0,Q3,20101029,2010q4,202237000.0,10175000.0,509035000.0,-8734000.0,-13987000.0,46428000.0,10757000.0,822309000.0,461027000.0,23462000.0,0.49,0.48,,28486000.0,,126753000.0,948934000.0,-3083000.0,290103000.0,,97275000.0,-1100111000.0,,,,1705948000.0,295987000.0,,237934000.0,258606000.0,263302000.0,CDNS,CIK0000813672,"Cadence Design Systems, Inc.",CADENCE DESIGN SYSTEMS INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CDNS,CDNS,1,2010-09-30,2010-10-29,2010-10-29,filed_date,2010,3,2010,4,Technology,,0.1735029438177482,1.7836460771278038,0.2983883447795595,0.5327233602595678,-0.0129573747341699,,0.0743006234656624,0.408831860936226,0.0166980470682576,0.1185481620776248,0.0286639284566461,,1.722806567181656,0.280466812717639,0.2140673994997005,0.0229847091568896,,,,,,,,,,,,,,,0.0,5.82,0.19,16960.864,2.54,92.6903,5.760258506490601,8768.4,3.3047043438306334,-0.429,9.4,239.21,21.2,2.29,2.51,81.45,2.892875189489641,90.0935,,219.035,1.1666951489314623,186.6,6.506849315068486,130620,0.4297983254011539,356215,6.461543059519714,543,1.6853932584269593,1185.2038,-9.400480316568329,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001104659-10-040690,860546,CORPORATE OFFICE PROPERTIES TRUST,6798,1-LAF,10-Q,20100630,2010.0,Q2,20100730,2010q3,12552000.0,,9879000.0,,,,,,,,0.07,0.07,,,2182375000.0,8466000.0,,33976000.0,,,,,,59287761.0,,3467283000.0,1019545000.0,2355717000.0,135322000.0,,,CDP,CIK0000860546,COPT DEFENSE PROPERTIES,CORPORATE OFFICE PROPERTIES TRUST,NYSE,Real Estate,SIC 6798.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230630,CDP,CDP,1,2010-06-30,2010-07-30,2010-07-30,filed_date,2010,2,2010,3,Real Estate,0.6794129582154096,0.2940472410241679,,0.002849204982691,0.0625618894193109,0.2510752131951937,,0.0024416812818567,,,0.0036201256142057,,,,,,,,,,,,,,,,,,,,,0.0,6.57,0.18,16872.266,3.01,92.3421,7.747013804699288,8639.5,2.079517929934416,-0.243,9.4,167.86,23.5,2.39,2.79,78.85,12.514269406392684,93.2793,-1.3328834327275163,217.605,1.3407784804821077,184.1,6.724637681159407,130415,-0.1890373635793141,347612,4.178379836365265,546,-8.080808080808078,1189.0278,-14.79395345020883,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,,1,0
0001104659-10-054520,860546,CORPORATE OFFICE PROPERTIES TRUST,6798,1-LAF,10-Q,20100930,2010.0,Q3,20101029,2010q4,18906000.0,,11733000.0,178281000.0,-193424000.0,16997000.0,,,,,0.08,0.08,,,2468419000.0,8832000.0,,30841000.0,,,,,,59406247.0,,3737372000.0,1001482000.0,2647644000.0,128158000.0,,,CDP,CIK0000860546,COPT DEFENSE PROPERTIES,CORPORATE OFFICE PROPERTIES TRUST,NYSE,Real Estate,SIC 6798.0,expansion_event_review,include_if_num_tags_parse,2026 expansion: coverage-ended event-review firm; not a formal distress label until manually verified; good SEC coverage until last_period=20230630,CDP,CDP,1,2010-09-30,2010-10-29,2010-10-29,filed_date,2010,3,2010,4,Real Estate,0.7084239941862892,0.267964227269857,,0.0031393717296538,0.0689149331294183,0.2406482623012219,,0.0023631578553058,,,0.005058634784014,0.0024416812818567,0.6794129582154096,,0.002849204982691,0.0625618894193109,0.2510752131951937,,,,,,,,,,,,,,,0.0,5.82,0.19,16960.864,2.54,92.6903,5.760258506490601,8768.4,3.3047043438306334,-0.429,9.4,239.21,21.2,2.29,2.51,81.45,2.892875189489641,90.0935,,219.035,1.1666951489314623,186.6,6.506849315068486,130620,0.4297983254011539,356215,6.461543059519714,543,1.6853932584269593,1185.2038,-9.400480316568329,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,,1,0
0001193125-11-247881,1402057,CDW CORP,5961,4-NON,10-Q/A,20110630,2011.0,Q2,20110914,2011q3,1178300000.0,,44600000.0,,,,2010300000.0,1866800000.0,1091100000.0,,,,401800000.0,348900000.0,4226000000.0,-34800000.0,5000100000.0,128200000.0,150800000.0,-53200000.0,,-2247200000.0,244400000.0,,,6021900000.0,-69300000.0,,2412100000.0,,,CDW,CIK0001402057,CDW Corporation,CDW Corp,Nasdaq,Technology,Information Technology Services,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CDW,CDW,1,2011-06-30,2011-09-14,2011-09-14,filed_date,2011,2,2011,3,Consumer Cyclical,,-0.0115079958152742,1.7109339198973512,0.0074063003371029,-0.0144272625513038,0.053148708594171,0.1665768417561461,-0.0057789069894883,,0.0579385243859911,0.1956691409687972,,,,,,,,,,,,,,,,,,,,,0.0,7.55,0.08,17031.313,1.98,95.1961,2.412383799676609,9551.5,9.55188273481138,-0.061,9.0,271.84,34.6,1.84,2.02,88.91,16.20703176055416,89.419,-2.2532720159422315,226.597,3.812621692818685,203.7,10.167658193618156,132344,1.53673824813374,380042,7.911601770690479,650,9.427609427609427,1269.5994,7.073436843889214,-21.8,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001193125-11-310778,1402057,CDW CORP,5961,4-NON,10-Q,20110930,2011.0,Q3,20111114,2011q4,1257000000.0,,25900000.0,28400000.0,-9700000.0,-35900000.0,2160600000.0,1862100000.0,1172800000.0,,,,420800000.0,315100000.0,4071000000.0,37100000.0,4827700000.0,139700000.0,147900000.0,54700000.0,,-2210100000.0,252800000.0,,,5965000000.0,-35500000.0,,2581400000.0,,,CDW,CIK0001402057,CDW Corporation,CDW Corp,Nasdaq,Technology,Information Technology Services,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CDW,CDW,1,2011-09-30,2011-11-14,2011-11-14,filed_date,2011,3,2011,4,Consumer Cyclical,,-0.005951383067896,1.587738744884038,0.0043419949706621,0.0143720461764933,0.0541179205082513,0.1630123188967227,0.006219614417435,,0.0528248113998323,0.2107292539815591,-0.0057789069894883,,1.7109339198973512,0.0074063003371029,-0.0144272625513038,0.053148708594171,0.1665768417561461,,,,,,,,,,,,,,1.0,7.44,0.08,17222.583,2.01,95.8485,3.317419578768788,9636.5,9.64273523722836,-0.097,8.6,186.38,31.13,1.8,2.03,98.14,,90.7215,,227.169,3.451432214581729,201.4,7.298881193393725,132690,1.4845237822086688,383422,6.669077757685349,711,30.458715596330265,1293.2356,8.903298520380742,-5.9,0,1,0,1,0,0,0,0,0,0,0,2,8.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis; Tohoku earthquake and Fukushima disaster,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001868275-22-000044,1868275,CONSTELLATION ENERGY CORP,4911,4-NON,10-Q,20220331,2022.0,Q1,20220512,2022q2,1936000000.0,410000000.0,1605000000.0,-635000000.0,404000000.0,1351000000.0,,8767000000.0,6434000000.0,,0.32,0.32,,,4548000000.0,106000000.0,,435000000.0,19837000000.0,,,-91000000.0,,327000000.0,191000000.0,46846000000.0,11105000000.0,35341000000.0,5591000000.0,327000000.0,328000000.0,CEG,CIK0001868275,Constellation Energy Corporatio,Constellation Energy Corp,Nasdaq,Utilities,Utilities - Renewable,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CEG,CEG,1,2022-03-31,2022-05-12,2022-05-12,filed_date,2022,1,2022,2,Utilities,0.7544080604534005,0.2370533236562353,1.3626049114081442,0.0342611962600862,0.0189590413164013,0.0778036129493829,,0.0022627332109465,,,0.0413269009093625,,,,,,,,,,,,,,,,,,,,,0.0,4.77,0.77,21967.045,2.9,101.3335,1.911029805910092,21719.5,6.161102693191256,-0.319,3.6,144.73,31.77,0.28,1.88,106.15,60.17805945374983,121.2796,9.416647119322995,291.298,8.538171195642065,273.251,21.49888839484213,151924,4.728225278323506,659847,9.014806321681457,1531,-3.650094398993076,2610.2452,2.538529063092509,-1.5,0,1,0,0,0,1,1,1,0,0,1,3,14.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,Global supply-chain crisis; Inflation and rapid rate-hike shock; Russia-Ukraine war and sanctions shock,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,,0
0001868275-22-000067,1868275,CONSTELLATION ENERGY CORP,4911,4-NON,10-Q,20220630,2022.0,Q2,20220804,2022q3,1734000000.0,390000000.0,806000000.0,-979000000.0,297000000.0,-88000000.0,,8090000000.0,5878000000.0,,-0.34,-0.34,,,4507000000.0,-111000000.0,,272000000.0,19739000000.0,,,-249000000.0,,327000000.0,184000000.0,45333000000.0,11000000000.0,33944000000.0,5465000000.0,327000000.0,328000000.0,CEG,CIK0001868275,Constellation Energy Corporatio,Constellation Energy Corp,Nasdaq,Utilities,Utilities - Renewable,core_large_cap,include_legacy_core,Existing defended-thesis universe.,CEG,CEG,1,2022-06-30,2022-08-04,2022-08-04,filed_date,2022,2,2022,3,Utilities,0.7487702115456731,0.2426488430061985,1.3763184756719973,0.017779542496636,-0.0203110704483074,0.0497712717291857,,-0.0024485474157898,,,0.038250281252068,0.0022627332109465,0.7544080604534005,1.3626049114081442,0.0342611962600862,0.0189590413164013,0.0778036129493829,,,,,,,,,,,,,,,0.0,4.55,2.33,22125.625,2.9,101.0963,1.0521402147261716,21638.2,3.8266468976569934,-0.22,3.6,78.43,21.44,-0.35,0.18,91.29,37.27819548872182,121.8333,7.231198742446132,295.097,8.222579178218826,269.546,15.47929653192812,153362,4.105516108448626,663566,9.583788166788596,1531,-3.95232120451694,2724.0968,12.177838877661884,24.2,0,0,0,0,1,1,1,1,0,1,1,3,14.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,Global supply-chain crisis; Inflation and rapid rate-hike shock; Russia-Ukraine war and sanctions shock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0,1,1,0
0001047469-09-007107,1324404,"CF INDUSTRIES HOLDINGS, INC.",2870,1-LAF,10-Q,20090630,2009.0,Q2,20090803,2009q3,137900000.0,,816100000.0,,,,564000000.0,1284400000.0,309500000.0,,4.4,4.33,427000000.0,213900000.0,,213000000.0,,395200000.0,738500000.0,,,969500000.0,16500000.0,48456310.0,,2279400000.0,1618300000.0,,991000000.0,48400000.0,49200000.0,CF,CIK0001324404,"CF Industries Holdings, Inc.","CF INDUSTRIES HOLDINGS, INC.",NYSE,Industrials,SIC 2870.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,CF,CF,1,2009-06-30,2009-08-03,2009-08-03,filed_date,2009,2,2009,3,Industrials,,0.7099675353163113,4.149919224555736,0.3580328156532421,0.2149344096871846,0.3987891019172553,0.4308779011099899,0.0934456435904185,,0.0938404843379836,0.0604983767658155,,,,,,,,,,,,,,,,,,,,,0.0,8.99,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.418,9.6,129.03,25.56,2.48,3.47,71.59,-37.77488048674489,93.6331,4.773099840546058,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,1,1,1,0,0,0,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001104659-09-047214,1324404,"CF INDUSTRIES HOLDINGS, INC.",2870,1-LAF,10-Q/A,20090630,2009.0,Q2,20090805,2009q3,137900000.0,,816100000.0,,,,564000000.0,1284400000.0,309500000.0,,4.4,4.33,427000000.0,213900000.0,,213000000.0,,395200000.0,738500000.0,,,969500000.0,16500000.0,48456310.0,,2279400000.0,1618300000.0,,991000000.0,48400000.0,49200000.0,CF,CIK0001324404,"CF Industries Holdings, Inc.","CF INDUSTRIES HOLDINGS, INC.",NYSE,Industrials,SIC 2870.0,expansion_matched_controls,include_if_num_tags_parse,2026 expansion: long-coverage matched control with current SEC ticker and filings from around 2009 onward.,CF,CF,1,2009-06-30,2009-08-05,2009-08-05,filed_date,2009,2,2009,3,Industrials,,0.7099675353163113,4.149919224555736,0.3580328156532421,0.2149344096871846,0.3987891019172553,0.4308779011099899,0.0934456435904185,,0.0938404843379836,0.0604983767658155,0.0934456435904185,,4.149919224555736,0.3580328156532421,0.2149344096871846,0.3987891019172553,0.4308779011099899,,,,,,,,,,,,,,0.0,8.77,0.16,16326.281,3.59,86.6426,-11.689299172061052,8463.0,8.41938046068309,0.418,9.6,81.17,24.9,2.57,3.62,71.97,-36.26461211477152,93.7848,4.674507738016853,215.445,-1.4838355663267633,175.0,-12.060301507537686,130472,-4.911413807930853,339586,-6.863479159981456,586,-30.56872037914692,1362.9194,-9.91155739806018,31.5,0,0,1,1,0,0,0,0,1,1,1,1,5.0,0,0.0,0,0.0,1,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Global financial crisis aftershock,,,,,,,0,0,,,0,0,0,0,0,0,0,0.0,1.0,,,,,,
0001193125-10-182906,313927,CHURCH & DWIGHT CO INC /DE/,2840,1-LAF,10-Q,20100630,2010.0,Q2,20100809,2010q3,242074000.0,,364265000.0,,,,350002000.0,875384000.0,465635000.0,,1.05,1.03,290885000.0,230616000.0,540594000.0,74275000.0,,119990000.0,451352000.0,,,1409523000.0,88109000.0,,158569000.0,3110882000.0,1742998000.0,1367693000.0,640887000.0,71006000.0,72213000.0,CHD,CIK0000313927,,CHURCH & DWIGHT CO INC /DE/,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,CHD,CHD,1,2010-06-30,2010-08-09,2010-08-09,filed_date,2010,2,2010,3,Industrials,0.4396479840765416,0.5602906185448371,1.8799789534721405,0.117093801693539,0.1158940655685011,0.187224892999858,0.4538787648992724,0.0238758654298041,,0.0741320307231196,0.0778152305359058,,,,,,,,,,,,,,,,,,,,,0.0,6.54,0.19,16872.266,2.7,92.6805,6.968742858593813,8687.9,2.6574500768049125,-0.257,9.5,149.17,22.14,2.32,2.71,81.46,12.513812154696112,92.6726,-1.7770155973765522,217.923,1.1501775395112546,184.9,5.6571428571428495,130415,-0.0436875344901555,349188,2.827560617928881,599,2.2184300341296925,1187.4701,-12.873050306569857,-8.8,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,,,1
0001193125-10-253742,313927,CHURCH & DWIGHT CO INC /DE/,2840,1-LAF,10-Q,20100930,2010.0,Q3,20101109,2010q4,250623000.0,16862000.0,453515000.0,-51311000.0,-27361000.0,164860000.0,367962000.0,964646000.0,507623000.0,,0.98,0.96,288939000.0,215395000.0,512217000.0,69478000.0,,112955000.0,455711000.0,,,1466912000.0,85769000.0,,145827000.0,3200006000.0,1818325000.0,1381492000.0,656901000.0,71109000.0,72228000.0,CHD,CIK0000313927,,CHURCH & DWIGHT CO INC /DE/,NYSE,Industrials,,additional_controls,include_if_num_tags_parse,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.,CHD,CHD,1,2010-09-30,2010-11-09,2010-11-09,filed_date,2010,3,2010,4,Industrials,0.431715440533549,0.5682254970771929,1.900319725465552,0.1417231717690529,0.1057663179078734,0.1719513290434936,0.439851667146191,0.0217118342903107,,0.0673108112922288,0.0783195406508612,0.0238758654298041,0.4396479840765416,1.8799789534721405,0.117093801693539,0.1158940655685011,0.187224892999858,0.4538787648992724,,,,,,,,,,,,,,0.0,5.64,0.19,16960.864,2.76,92.7709,5.39500875348351,8789.0,3.1936127744510934,-0.438,9.8,226.72,19.08,2.26,2.59,87.04,13.289079786541723,89.558,-2.644400623541965,219.59,1.084544776600338,187.7,5.806087936865834,130749,0.5320743981485077,359450,6.560220087098045,545,-7.31292517006803,1187.5082,-7.993414930795262,-10.5,0,0,0,1,0,0,0,0,0,0,0,1,4.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,4.0,0,0.0,0,0.0,European sovereign debt crisis,,,,,,,0,0,,,0,0,0,0,0,1,1,0.0,1.0,1.0,1.0,1,,,1
